Date,Ticker,Direction,Entry Price,Exit Price,PnL,Holding Days,Stop Loss Hit
2009-12-17,TRV,1.0,34.64415740966797,33.7240104675293,-0.026559945772613627,2,False
2009-12-18,DAL,-1.0,10.119516372680664,10.171857833862305,-0.005172328326178235,2,False
2009-12-18,DFS,1.0,11.254674911499023,11.277298927307129,0.0020101882982857433,2,False
2009-12-18,TRV,1.0,34.64415740966797,33.556732177734375,-0.031388416207522814,3,True
2009-12-18,JPM,-1.0,27.060867309570312,27.517822265625,-0.016886190336297218,2,False
2009-12-31,BK,1.0,19.622976303100586,19.587961196899414,-0.0017843932368016573,2,False
2010-02-18,BAC,-1.0,12.349295616149902,12.522787094116211,-0.014048694221832666,2,False
2010-02-18,DRI,1.0,22.360416412353516,22.32185173034668,-0.0017246853231914774,2,False
2010-02-18,GILD,1.0,17.251209259033203,17.53488540649414,0.01644384130998799,2,False
2010-02-18,HPQ,1.0,15.012778282165527,15.219465255737305,0.013767403320497426,2,False
2010-02-19,C,1.0,25.976898193359375,25.90117835998535,-0.002914891254929741,2,False
2010-02-19,DHI,1.0,10.873228073120117,11.017866134643555,0.013302219042107613,2,False
2010-02-19,INTC,1.0,13.601463317871094,13.588406562805176,-0.0009599522316663217,2,False
2010-02-19,LEN,1.0,15.091595649719238,15.330730438232422,0.015845560274975457,2,False
2010-02-24,FDX,1.0,68.67301177978516,70.01292419433594,0.019511484640392644,2,False
2010-02-24,FSLR,-1.0,105.77999877929688,105.12999725341797,0.0061448433860837185,2,False
2010-02-24,HAL,-1.0,23.67717742919922,23.528217315673828,0.006291295234443347,2,False
2010-02-24,INTU,-1.0,28.21883773803711,28.573009490966797,-0.012550897957511823,2,False
2010-02-25,BAC,-1.0,12.87764835357666,13.051141738891602,-0.013472443147335597,2,False
2010-02-25,CRM,-1.0,17.236492156982422,16.88153648376465,0.020593266308770522,2,False
2010-02-25,TJX,-1.0,8.302186012268066,8.554264068603516,-0.030362853345246146,2,True
2010-02-26,SPG,-1.0,38.823795318603516,38.71501159667969,0.0028019857675197803,2,False
2010-02-26,ADBE,1.0,34.560001373291016,34.650001525878906,0.0026041709783450814,2,False
2010-02-26,BX,1.0,7.647278308868408,7.6802449226379395,0.0043108949927061595,2,False
2010-02-26,MU,-1.0,8.867029190063477,8.857251167297363,0.0011027394357820178,2,False
2010-03-03,PSA,1.0,48.76438903808594,48.563941955566406,-0.0041105217654419535,2,False
2010-03-03,QCOM,1.0,25.88817024230957,26.40688705444336,0.0200368279132389,2,False
2010-03-04,AKAM,1.0,28.1200008392334,28.270000457763672,0.005334267925091666,2,False
2010-03-04,GILD,-1.0,16.868242263793945,16.68739891052246,0.010720936446333072,2,False
2010-03-05,FE,1.0,19.589872360229492,19.937166213989258,0.017728234639487826,2,False
2010-03-05,STLD,1.0,12.057853698730469,12.303500175476074,0.020372321881088073,2,False
2010-03-05,VZ,1.0,12.681743621826172,12.664416313171387,-0.0013663191096974741,2,False
2010-03-10,LMT,-1.0,51.567413330078125,51.79323196411133,-0.0043790956235822695,2,False
2010-03-10,STLD,1.0,12.443869590759277,12.54914665222168,0.008460154672512824,2,False
2010-03-11,FSLR,-1.0,110.94999694824219,113.69000244140625,-0.02469585911248169,2,False
2010-03-11,MRK,1.0,21.009231567382812,21.35080909729004,0.016258449473113116,2,False
2010-03-12,FSLR,-1.0,110.94999694824219,115.52999877929688,-0.04127987342975091,3,True
2010-03-12,DVN,1.0,47.1900634765625,46.20092010498047,-0.02096084003093789,2,False
2010-03-12,MDT,-1.0,30.805376052856445,30.52747344970703,0.009021237159143375,2,False
2010-03-12,PFE,-1.0,9.09883975982666,8.98832893371582,0.012145595375661958,2,False
2010-03-12,WMT,1.0,13.059223175048828,13.042293548583984,-0.0012963731638486568,2,False
2010-03-17,AVB,-1.0,53.62567138671875,54.52104949951172,-0.016696818699685752,2,False
2010-03-17,NDAQ,-1.0,5.471965789794922,5.542225360870361,-0.012839914168774919,2,False
2010-03-18,IVZ,1.0,12.101465225219727,11.965813636779785,-0.01120951768363061,2,False
2010-03-18,MDT,1.0,31.229185104370117,31.38203239440918,0.004894373309077268,2,False
2010-03-18,RCL,1.0,26.355226516723633,25.93014144897461,-0.016129061439835737,2,False
2010-03-19,IVZ,1.0,12.101465225219727,11.558852195739746,-0.04483862238013647,3,True
2010-03-19,ACN,-1.0,31.80767250061035,31.64217185974121,0.005203167281918061,2,False
2010-03-19,CL,1.0,29.600669860839844,29.6251220703125,0.0008260694635497172,2,False
2010-03-19,FCX,1.0,29.105777740478516,28.46760368347168,-0.021926026601903955,2,False
2010-03-19,FDS,1.0,63.712345123291016,61.64942169189453,-0.032378708198614894,2,True
2010-03-24,CNC,-1.0,6.059999942779541,6.065000057220459,-0.0008251014006816253,2,False
2010-03-24,FFIV,-1.0,63.599998474121094,63.9900016784668,-0.006132126001612969,2,False
2010-03-24,FTNT,-1.0,1.7339999675750732,1.7209999561309814,0.007497123233670974,2,False
2010-03-24,GOOG,-1.0,13.60928726196289,13.81578254699707,-0.015173115318927916,2,False
2010-03-25,BAX,1.0,23.79159927368164,23.718889236450195,-0.00305612230582067,2,False
2010-03-25,DE,1.0,44.99000549316406,44.774330139160156,-0.00479385035942431,2,False
2010-03-26,EQR,1.0,20.38254737854004,20.305150985717773,-0.003797189398600548,2,False
2010-03-26,PAYX,1.0,18.930906295776367,19.016210556030273,0.004506084332208559,2,False
2010-03-26,SJM,-1.0,40.134212493896484,39.6507568359375,0.012045973445536203,2,False
2010-03-31,CAT,1.0,42.952720642089844,42.74189758300781,-0.00490825856733842,2,False
2010-03-31,GD,1.0,54.21515655517578,54.01225662231445,-0.003742494640863631,2,False
2010-03-31,NFLX,1.0,10.722857475280762,10.534285545349121,-0.017585977466020843,2,False
2010-03-31,ORCL,1.0,20.748762130737305,20.886859893798828,0.00665571093790433,2,False
2010-04-01,CCI,1.0,24.458494186401367,24.548063278198242,0.003662085290871028,2,False
2010-04-07,BBY,-1.0,27.14858055114746,27.20396614074707,-0.002040091543469975,2,False
2010-04-07,EL,-1.0,26.387920379638672,26.47132110595703,-0.003160564573429313,2,False
2010-04-07,FITB,1.0,9.158004760742188,9.126093864440918,-0.0034844812964132366,2,False
2010-04-08,DE,1.0,45.13174057006836,45.2961311340332,0.003642460093237985,2,False
2010-04-08,DIS,1.0,30.38934326171875,30.69048309326172,0.009909389253643812,2,False
2010-04-08,ETR,-1.0,30.926721572875977,30.877742767333984,0.0015837050631628746,2,False
2010-04-08,GS,-1.0,135.46682739257812,137.87869262695312,-0.017804102161376373,2,False
2010-04-09,CMG,-1.0,2.4546000957489014,2.4504001140594482,0.0017110655608329167,2,False
2010-04-09,NVDA,-1.0,0.38697436451911926,0.3894961178302765,-0.0065165900958088765,2,False
2010-04-09,TSCO,1.0,3.0066254138946533,3.0057213306427,-0.00030069700328316405,2,False
2010-04-14,APA,1.0,80.78206634521484,81.7427978515625,0.011892881054095066,2,False
2010-04-15,MS,1.0,22.5339412689209,22.34579849243164,-0.0083493062418134,2,False
2010-04-16,MS,1.0,22.5339412689209,21.101150512695312,-0.06358367314117878,3,True
2010-04-16,TER,1.0,11.257570266723633,11.128277778625488,-0.0114849372497653,2,False
2010-04-21,CF,-1.0,12.456714630126953,12.508095741271973,-0.004124772275087101,2,False
2010-04-21,FCX,1.0,29.35011100769043,28.48196029663086,-0.02957912870694404,2,False
2010-04-21,MS,1.0,22.03463363647461,22.92470359802246,0.04039413480760085,2,False
2010-04-22,BIIB,-1.0,52.720001220703125,52.029998779296875,0.01308805814547831,2,False
2010-04-22,OMC,1.0,27.304271697998047,27.336124420166016,0.0011665838415424279,2,False
2010-04-22,RF,-1.0,5.917030334472656,5.984346389770508,-0.011376662192462965,2,False
2010-04-28,DHI,1.0,11.409233093261719,11.587899208068848,0.015659783032450178,2,False
2010-04-28,EMR,-1.0,33.54539108276367,34.58008575439453,-0.030844614960011816,2,True
2010-04-28,EQIX,1.0,77.39437103271484,75.70038604736328,-0.021887702719820667,2,False
2010-04-28,EXPD,1.0,32.645347595214844,32.81034851074219,0.005054347025899936,2,False
2010-04-29,AVGO,1.0,1.4888851642608643,1.5165221691131592,0.018562213873636733,2,False
2010-04-29,CMI,1.0,51.466453552246094,52.84708786010742,0.02682590721856868,2,False
2010-04-29,CNC,1.0,5.989999771118164,5.982500076293945,-0.001252035911650589,2,False
2010-04-29,NEM,1.0,39.185760498046875,39.922672271728516,0.01880560092022127,2,False
2010-04-30,CNC,1.0,5.989999771118164,5.724999904632568,-0.04424038006868366,3,True
2010-04-30,HUM,1.0,41.851627349853516,40.547916412353516,-0.031150782420042815,2,True
2010-04-30,MAS,1.0,11.583124160766602,11.163543701171875,-0.03622342761514158,2,True
2010-04-30,TXN,1.0,18.41436195373535,17.73259735107422,-0.03702352567925043,2,True
2010-05-05,CAT,1.0,45.64308166503906,45.136695861816406,-0.01109447006534025,2,False
2010-05-05,CSX,-1.0,4.725314140319824,4.596353054046631,0.027291537121903364,2,False
2010-05-05,CVS,1.0,25.505491256713867,25.21184539794922,-0.011513044614945473,2,False
2010-05-05,FITB,-1.0,9.292027473449707,9.311171531677246,-0.002060267071125194,2,False
2010-05-06,CAT,1.0,45.64308166503906,43.45331954956055,-0.047975772791778726,3,True
2010-05-06,CVS,1.0,25.505491256713867,24.638526916503906,-0.03399128177865415,3,True
2010-05-06,EBAY,-1.0,8.578454971313477,8.43080997467041,0.01721114083326126,2,False
2010-05-07,ADSK,1.0,30.559999465942383,30.059999465942383,-0.016361256830427155,2,False
2010-05-07,GRMN,-1.0,20.690637588500977,21.16636085510254,-0.02299219947025462,2,False
2010-05-12,PM,1.0,23.729459762573242,23.552780151367188,-0.007445580850716148,2,False
2010-05-13,AAPL,1.0,7.8872294425964355,7.774984359741211,-0.014231243514867764,2,False
2010-05-13,BSX,-1.0,6.809999942779541,6.849999904632568,-0.005873709572558546,2,False
2010-05-13,DAL,1.0,11.82064151763916,11.558932304382324,-0.02214001777029653,2,False
2010-05-13,GLW,1.0,12.781289100646973,12.77439022064209,-0.000539764021497143,2,False
2010-05-14,AAPL,1.0,7.8872294425964355,7.6383562088012695,-0.031553948773327206,3,True
2010-05-14,GLW,1.0,12.781289100646973,12.388120651245117,-0.0307612515690576,3,True
2010-05-14,KEY,1.0,5.4022722244262695,5.246675968170166,-0.028802002156162743,2,False
2010-05-19,AIG,-1.0,24.137704849243164,23.850200653076172,0.01191099973931477,2,False
2010-05-19,BXP,1.0,43.630332946777344,43.334049224853516,-0.006790773801457145,2,False
2010-05-19,FDX,1.0,70.92880249023438,70.9541244506836,0.00035700532872672046,2,False
2010-05-20,BXP,1.0,43.630332946777344,41.436580657958984,-0.05028043887481716,3,True
2010-05-20,FDX,1.0,70.92880249023438,68.43119049072266,-0.03521294469698111,3,True
2010-05-20,AIZ,1.0,26.334463119506836,25.26644515991211,-0.040555904054243246,2,True
2010-05-20,CPB,1.0,22.445993423461914,22.03009796142578,-0.01852871709395645,2,False
2010-05-20,DAL,1.0,11.890432357788086,11.262320518493652,-0.052824978974210984,2,True
2010-05-20,EA,-1.0,16.701248168945312,15.969590187072754,0.04380858091989917,2,False
2010-05-21,INTC,-1.0,13.664528846740723,13.743409156799316,-0.005772632993299901,2,False
2010-05-21,KEY,1.0,4.649190902709961,4.898142337799072,0.05354726022198838,2,False
2010-05-26,CB,-1.0,35.56681823730469,35.36237335205078,0.005748191583791203,2,False
2010-05-26,DHR,1.0,15.993300437927246,15.960854530334473,-0.002028718694974911,2,False
2010-05-27,AIG,-1.0,21.754602432250977,23.294355392456055,-0.07077826243895913,2,True
2010-05-27,HPQ,1.0,13.715774536132812,14.081768989562988,0.02668419872796834,2,False
2010-05-27,JNPR,1.0,20.053489685058594,20.984954833984375,0.046449030246331395,2,False
2010-05-28,ALB,1.0,34.984352111816406,34.814544677734375,-0.004853811027835975,2,False
2010-05-28,C,-1.0,30.445232391357422,29.990835189819336,0.014925069242272462,2,False
2010-05-28,CI,1.0,31.14856719970703,30.9543514251709,-0.006235143122023267,2,False
2010-05-28,PM,1.0,21.938100814819336,21.653444290161133,-0.012975440630025536,2,False
2010-06-03,ACN,1.0,27.95076560974121,28.724864959716797,0.027695103625562302,2,False
2010-06-03,BMY,1.0,13.868582725524902,13.79622745513916,-0.005217207253093965,2,False
2010-06-03,DLTR,1.0,20.676666259765625,20.81999969482422,0.006932134670931157,2,False
2010-06-03,MSFT,1.0,20.063613891601562,20.366926193237305,0.015117530833401147,2,False
2010-06-04,AIG,-1.0,22.489337921142578,22.20182991027832,0.01278419186337927,2,False
2010-06-04,BK,1.0,19.21871566772461,18.31696319580078,-0.04692053764228412,2,True
2010-06-04,CF,-1.0,9.336973190307617,8.708123207092285,0.06735051824590425,2,False
2010-06-04,DXCM,-1.0,2.5950000286102295,2.3975000381469727,0.0761078952931763,2,False
2010-06-09,BEN,-1.0,17.300966262817383,16.993906021118164,0.017748155625223177,2,False
2010-06-09,BR,1.0,14.249104499816895,13.926424026489258,-0.022645666843960844,2,False
2010-06-09,IVZ,-1.0,10.145203590393066,10.031534194946289,0.011204249814603605,2,False
2010-06-09,PNC,1.0,38.78363037109375,37.97835159301758,-0.020763367698459784,2,False
2010-06-10,IVZ,-1.0,10.145203590393066,10.497588157653809,-0.03473410504984153,3,True
2010-06-11,BAC,1.0,12.206894874572754,12.317436218261719,0.009055648043567987,2,False
2010-06-11,CCL,-1.0,27.22884750366211,27.213865280151367,0.0005502334797213571,2,False
2010-06-11,DLR,1.0,34.042396545410156,34.50571823120117,0.01361013714686559,2,False
2010-06-16,WM,-1.0,23.121599197387695,23.14224624633789,-0.00089297668270835,2,False
2010-06-16,WYNN,-1.0,54.69562911987305,55.114376068115234,-0.007655949021528678,2,False
2010-06-17,AAPL,-1.0,8.042516708374023,8.18154525756836,-0.01728669696757692,2,False
2010-06-17,ADM,1.0,18.06477928161621,18.557207107543945,0.02725900041462771,2,False
2010-06-17,CVS,1.0,22.289329528808594,22.261369705200195,-0.001254403977125504,2,False
2010-06-17,EA,1.0,15.618396759033203,15.774481773376465,0.009993664314679861,2,False
2010-06-18,MLM,-1.0,78.26478576660156,78.3668212890625,-0.0013037219927391633,2,False
2010-06-23,FCX,1.0,23.67987060546875,23.632648468017578,-0.001994188998662271,2,False
2010-06-23,PPL,-1.0,11.357336044311523,11.666572570800781,-0.027227910249617307,2,False
2010-06-24,PEG,1.0,18.223285675048828,18.286502838134766,0.0034690321061307794,2,False
2010-06-24,AZO,1.0,196.22999572753906,195.63999938964844,-0.0030066572427072855,2,False
2010-06-25,FCX,-1.0,23.04419708251953,24.1811466217041,-0.04933778057500723,2,True
2010-06-25,CSCO,1.0,14.859574317932129,14.602811813354492,-0.017279263798814393,2,False
2010-06-25,GIS,-1.0,22.80914306640625,22.669506072998047,0.006121974552119987,2,False
2010-06-25,TJX,-1.0,9.075872421264648,8.870255470275879,0.022655337299256405,2,False
2010-06-30,BA,1.0,49.74552536010742,49.51667785644531,-0.004600363590604065,2,False
2010-06-30,FCX,-1.0,22.183307647705078,21.478614807128906,0.03176680645499114,2,False
2010-06-30,LMT,1.0,47.50859069824219,47.097686767578125,-0.008649044827997096,2,False
2010-07-01,KO,1.0,15.91830062866211,15.889716148376465,-0.0017956992365237784,2,False
2010-07-01,AMP,1.0,26.291248321533203,26.07293701171875,-0.00830357338474684,2,False
2010-07-01,MCD,1.0,44.03139114379883,44.59288787841797,0.01275219156227407,2,False
2010-07-01,PM,-1.0,22.783056259155273,23.135940551757812,-0.015488891770643547,2,False
2010-07-02,DIS,1.0,27.094011306762695,26.999372482299805,-0.0034929794407839738,2,False
2010-07-08,MPWR,1.0,15.591069221496582,15.711589813232422,0.007730104332400053,2,False
2010-07-08,NDAQ,1.0,4.80722188949585,4.8531599044799805,0.009556042146610492,2,False
2010-07-09,AES,1.0,6.605790615081787,6.902677536010742,0.044943434969181094,2,False
2010-07-09,DE,1.0,43.00143814086914,43.564666748046875,0.013097901640699648,2,False
2010-07-09,EQIX,-1.0,62.38285446166992,63.237430572509766,-0.013698894002436573,2,False
2010-07-09,ETN,1.0,22.744714736938477,23.069385528564453,0.014274559843069655,2,False
2010-07-14,BAC,-1.0,12.372708320617676,12.372708320617676,-0.0,2,False
2010-07-14,C,-1.0,32.565799713134766,31.88418197631836,0.020930477458580246,2,False
2010-07-14,IEX,1.0,24.82891082763672,24.812597274780273,-0.0006570386018820818,2,False
2010-07-15,AMD,-1.0,7.440000057220459,7.409999847412109,0.004032286233551121,2,False
2010-07-15,EIX,1.0,19.525135040283203,19.595703125,0.0036142174981737447,2,False
2010-07-15,MAR,1.0,25.9161434173584,25.51322364807129,-0.015547057399645249,2,False
2010-07-15,MLM,-1.0,73.31637573242188,72.95925903320312,0.004870899518029863,2,False
2010-07-16,MAR,1.0,25.9161434173584,24.42531394958496,-0.05752512801634264,3,True
2010-07-16,HPQ,-1.0,14.249922752380371,13.883304595947266,0.02572772939220768,2,False
2010-07-21,COST,-1.0,39.51261901855469,38.45112991333008,0.02686455951518035,2,False
2010-07-21,FITB,1.0,7.523486614227295,7.2041544914245605,-0.042444698738329796,2,True
2010-07-21,PM,1.0,25.16374969482422,24.79596519470215,-0.014615647690920948,2,False
2010-07-21,PPG,1.0,24.750228881835938,24.81148338317871,0.0024749064598642073,2,False
2010-07-22,BIIB,1.0,54.970001220703125,56.16999816894531,0.021830033137969763,2,False
2010-07-22,BRO,1.0,8.291380882263184,8.564213752746582,0.032905600931569676,2,False
2010-07-22,C,1.0,29.83935546875,30.97538185119629,0.03807141155029373,2,False
2010-07-22,FIS,1.0,21.73105239868164,21.982011795043945,0.011548423507438123,2,False
2010-07-23,STX,-1.0,6.902401924133301,6.698156833648682,0.02959043717383426,2,False
2010-07-23,SYK,1.0,39.05636215209961,39.636444091796875,0.014852431402551436,2,False
2010-07-23,WDC,1.0,19.206707000732422,19.11121940612793,-0.004971575533528517,2,False
2010-07-28,BX,-1.0,6.332563877105713,6.2163190841674805,0.018356671198927078,2,False
2010-07-28,DLR,1.0,34.28510284423828,34.10306930541992,-0.005309406235278384,2,False
2010-07-28,TEL,-1.0,20.372509002685547,20.072587966918945,0.014721850692374971,2,False
2010-07-29,ETN,1.0,26.33669662475586,26.469985961914062,0.005060974011179305,2,False
2010-07-29,C,1.0,30.97538185119629,31.20258331298828,0.0073349043083133945,2,False
2010-07-29,CME,1.0,30.822084426879883,31.074310302734375,0.00818328417900661,2,False
2010-07-29,F,1.0,6.906421661376953,6.93851900100708,0.00464746307188658,2,False
2010-07-30,CCI,-1.0,25.072669982910156,25.27739143371582,-0.008165123656363871,2,False
2010-07-30,CVS,-1.0,21.66737174987793,21.520122528076172,0.006795896775186284,2,False
2010-07-30,HAL,-1.0,23.760269165039062,23.57877540588379,0.007638539693915755,2,False
2010-07-30,NEM,-1.0,39.93661880493164,40.06562805175781,-0.0032303497563554617,2,False
2010-08-04,CPT,1.0,27.0264835357666,26.826950073242188,-0.007382886577173582,2,False
2010-08-04,CRL,-1.0,30.059999465942383,30.959999084472656,-0.029940107602129607,2,False
2010-08-04,FCX,-1.0,27.0191650390625,27.373188018798828,-0.013102661730090675,2,False
2010-08-04,INTC,1.0,13.71711254119873,13.729035377502441,0.0008691943197157007,2,False
2010-08-05,DE,1.0,50.7365837097168,51.05202102661133,0.006217157203552915,2,False
2010-08-05,F,1.0,7.0134148597717285,6.943869113922119,-0.009916103245013647,2,False
2010-08-05,IPG,1.0,5.783255577087402,5.928468227386475,0.025109153203325164,2,False
2010-08-05,OXY,-1.0,49.28056335449219,48.5362548828125,0.015103489510166887,2,False
2010-08-06,PHM,1.0,7.3471903800964355,7.441607475280762,0.012850775643449013,2,False
2010-08-06,VRSN,-1.0,25.05845069885254,25.049957275390625,0.00033894447681488097,2,False
2010-08-12,SMCI,-1.0,0.9169999957084656,0.8830000162124634,0.037077404204057966,2,False
2010-08-13,CTSH,1.0,26.458532333374023,26.16225814819336,-0.011197680258589113,2,False
2010-08-13,CVX,1.0,42.83565139770508,43.0190544128418,0.004281550744587127,2,False
2010-08-18,C,1.0,29.157745361328125,29.233482360839844,0.0025974916295197713,2,False
2010-08-18,KEY,1.0,4.8920392990112305,4.848417282104492,-0.008916939182306871,2,False
2010-08-18,SYY,-1.0,19.163898468017578,18.967008590698242,0.010273999189044094,2,False
2010-08-19,KEY,1.0,4.8920392990112305,4.736242771148682,-0.03184694936813736,3,True
2010-08-19,CI,1.0,31.23180389404297,30.408700942993164,-0.02635464009194807,2,False
2010-08-19,GLW,1.0,11.566936492919922,11.089593887329102,-0.04126785047043354,2,True
2010-08-19,HUM,-1.0,44.45017623901367,43.288387298583984,0.026136880407011565,2,False
2010-08-19,OXY,-1.0,47.29781723022461,47.15396499633789,0.0030414137968885636,2,False
2010-08-20,CI,1.0,31.23180389404297,29.97402572631836,-0.04027235096607766,3,True
2010-08-20,DAL,1.0,9.404172897338867,9.186079025268555,-0.023191180601542037,2,False
2010-08-20,NOC,1.0,38.18168640136719,38.38911819458008,0.005432756191865402,2,False
2010-08-20,PWR,1.0,18.562898635864258,18.50400161743164,-0.003172835212213345,2,False
2010-08-20,TEL,-1.0,19.92262077331543,19.66768455505371,0.01279631937797978,2,False
2010-08-25,ADM,1.0,20.25706672668457,20.413005828857422,0.007698009997046289,2,False
