Date,Daily Return
2010-01-25,-0.007238598382134635
2010-01-26,0.024064519402690453
2010-01-27,0.0011936395129882563
2010-01-28,-0.0024261058537557298
2010-01-29,0.0
2010-01-30,0.0
2010-01-31,0.0
2010-02-01,0.006955102030999566
2010-02-02,0.00800110330783579
2010-02-03,-0.007696306910029393
2010-02-04,-3.169980590763885e-05
2010-02-05,0.0
2010-02-06,0.0
2010-02-07,0.0
2010-02-08,0.00922497184041
2010-02-09,-0.029549129038057814
2010-02-10,0.045261064214905875
2010-02-11,-0.0011495215025338107
2010-02-12,0.0
2010-02-13,0.0
2010-02-14,0.0
2010-02-15,0.0
2010-02-16,0.008220250661595029
2010-02-17,0.000748320523132551
2010-02-18,0.0019624799412853323
2010-02-19,0.0
2010-02-20,0.0
2010-02-21,0.0
2010-02-22,0.01890748081105137
2010-02-23,-0.010442846858690586
2010-02-24,0.00034852495598888594
2010-02-25,-0.00013061284306948955
2010-02-26,0.0
2010-02-27,0.0
2010-02-28,0.0
2010-03-01,0.02793745101730307
2010-03-02,0.009129149808755935
2010-03-03,0.007373904521659029
2010-03-04,0.0018612745480240545
2010-03-05,0.0
2010-03-06,0.0
2010-03-07,0.0
2010-03-08,-0.013535334258604797
2010-03-09,-0.008230539220207597
2010-03-10,0.0014793521336396226
2010-03-11,0.0024540912286256343
2010-03-12,0.0
2010-03-13,0.0
2010-03-14,0.0
2010-03-15,-0.008499303490982272
2010-03-16,-0.0029866223003459265
2010-03-17,-0.003828058352902933
2010-03-18,-0.00344302935950745
2010-03-19,0.0
2010-03-20,0.0
2010-03-21,0.0
2010-03-22,-0.0012562822542263917
2010-03-23,-0.009606068260578575
2010-03-24,-0.0033975875824112183
2010-03-25,0.004491466170599701
2010-03-26,0.0
2010-03-27,0.0
2010-03-28,0.0
2010-03-29,-0.002083930770032351
2010-03-30,-0.00343374902173533
2010-03-31,0.0036056945980360105
2010-04-01,0.0
2010-04-02,0.0
2010-04-03,0.0
2010-04-04,0.0
2010-04-05,0.010179088180126706
2010-04-06,-0.002450712716709287
2010-04-07,-0.0015141048413539937
2010-04-08,0.0052684185988761695
2010-04-09,0.0
2010-04-10,0.0
2010-04-11,0.0
2010-04-12,-0.002992420377873728
2010-04-13,0.0170692996929054
2010-04-14,-0.010127132413778713
2010-04-15,-0.012041612848697487
2010-04-16,0.0
2010-04-17,0.0
2010-04-18,0.0
2010-04-19,0.008288919168958197
2010-04-20,0.004728931265959057
2010-04-21,0.007646037744774479
2010-04-22,0.00417862847388856
2010-04-23,0.0
2010-04-24,0.0
2010-04-25,0.0
2010-04-26,-0.0015953125730539443
2010-04-27,0.005927531041264648
2010-04-28,0.021054064208453946
2010-04-29,0.009512055009675781
2010-04-30,0.0
2010-05-01,0.0
2010-05-02,0.0
2010-05-03,0.0025909741430354787
2010-05-04,0.0032192718973761835
2010-05-05,0.009113975479491363
2010-05-06,-0.003540565301856569
2010-05-07,0.0
2010-05-08,0.0
2010-05-09,0.0
2010-05-10,0.0
2010-05-11,0.0075624923698875465
2010-05-12,-0.009627480752818217
2010-05-13,0.010002869158742864
2010-05-14,0.0
2010-05-15,0.0
2010-05-16,0.0
2010-05-17,-0.012265793428835256
2010-05-18,0.005225665895961393
2010-05-19,0.0034330710041282236
2010-05-20,0.011653356470603882
2010-05-21,0.0
2010-05-22,0.0
2010-05-23,0.0
2010-05-24,0.005578250402490748
2010-05-25,0.0006413778789043788
2010-05-26,0.01343480063859077
2010-05-27,-0.00469797372637952
2010-05-28,0.0
2010-05-29,0.0
2010-05-30,0.0
2010-05-31,0.0
2010-06-01,0.006326221244788772
2010-06-02,0.007974460884128034
2010-06-03,0.006637489639411054
2010-06-04,0.0
2010-06-05,0.0
2010-06-06,0.0
2010-06-07,0.006989202238520807
2010-06-08,-0.005230468051638081
2010-06-09,0.008599808509417804
2010-06-10,0.0036884853846962935
2010-06-11,0.0
2010-06-12,0.0
2010-06-13,0.0
2010-06-14,-0.023448787317682594
2010-06-15,-0.010118342110952076
2010-06-16,0.0039018929040105866
2010-06-17,-0.0016777477317355982
2010-06-18,0.0
2010-06-19,0.0
2010-06-20,0.0
2010-06-21,0.00448858519360347
2010-06-22,-0.006374152239186952
2010-06-23,0.003450738012928301
2010-06-24,0.005561029124080343
2010-06-25,0.0
2010-06-26,0.0
2010-06-27,0.0
2010-06-28,-0.022844733198911907
2010-06-29,-0.00261036217156367
2010-06-30,-0.0005223092092492493
2010-07-01,0.005635502719579683
2010-07-02,0.0
2010-07-03,0.0
2010-07-04,0.0
2010-07-05,0.0
2010-07-06,0.031998101814660285
2010-07-07,-0.00125788147843507
2010-07-08,0.007140959552479278
2010-07-09,0.0
2010-07-10,0.0
2010-07-11,0.0
2010-07-12,-0.010348105379016292
2010-07-13,0.006027387075166301
2010-07-14,0.0022664406982994636
2010-07-15,-0.003796896716464563
2010-07-16,0.0
2010-07-17,0.0
2010-07-18,0.0
2010-07-19,0.010187132374462303
2010-07-20,-0.0014835326374278307
2010-07-21,0.0065002685080153
2010-07-22,-0.0005075689587927246
2010-07-23,0.0
2010-07-24,0.0
2010-07-25,0.0
2010-07-26,0.0017053530576263782
2010-07-27,-0.0008107548885995935
2010-07-28,0.0018544043685899598
2010-07-29,-0.002817077897282174
2010-07-30,0.0
2010-07-31,0.0
2010-08-01,0.0
2010-08-02,-0.004069152931462464
2010-08-03,-4.675000935888557e-05
2010-08-04,0.005855573982402363
2010-08-05,0.0012228938531969034
2010-08-06,0.0
2010-08-07,0.0
2010-08-08,0.0
2010-08-09,0.0
2010-08-10,0.03535450446974745
2010-08-11,0.0018563029746096298
2010-08-12,-0.0011390740660421957
2010-08-13,0.0
2010-08-14,0.0
2010-08-15,0.0
2010-08-16,0.0010828082250995527
2010-08-17,0.0037847671396886444
2010-08-18,-0.0037407407190319037
2010-08-19,0.0040349565878202796
2010-08-20,0.0
2010-08-21,0.0
2010-08-22,0.0
2010-08-23,-0.009204167149912474
2010-08-24,0.011531730316110364
2010-08-25,-0.006501355556610384
2010-08-26,0.00829248056889656
2010-08-27,0.0
2010-08-28,0.0
2010-08-29,0.0
2010-08-30,-0.0018339406951272644
2010-08-31,0.0296998083332326
2010-09-01,-0.001527661733631974
2010-09-02,0.004342866378048924
2010-09-03,0.0
2010-09-04,0.0
2010-09-05,0.0
2010-09-06,0.0
2010-09-07,0.004494628368424734
2010-09-08,0.003566911132028217
2010-09-09,0.0020073496115427577
2010-09-10,0.0
2010-09-11,0.0
2010-09-12,0.0
2010-09-13,0.005634321216758908
2010-09-14,0.00044380889165678353
2010-09-15,-0.0064805374203498346
2010-09-16,-0.0035731137737707247
2010-09-17,0.0
2010-09-18,0.0
2010-09-19,0.0
2010-09-20,0.0020246372389206013
2010-09-21,0.00204745583120441
2010-09-22,-0.004708679385192628
2010-09-23,0.0023587799267809897
2010-09-24,0.0
2010-09-25,0.0
2010-09-26,0.0
2010-09-27,0.004396019431128081
2010-09-28,0.01086087454239321
2010-09-29,2.569477851810018e-05
2010-09-30,0.0015264389669284145
2010-10-01,0.0
2010-10-02,0.0
2010-10-03,0.0
2010-10-04,0.0008509047154585613
2010-10-05,-0.003471627907925342
2010-10-06,0.004306280125898993
2010-10-07,0.005389336456112191
2010-10-08,0.0
2010-10-09,0.0
2010-10-10,0.0
2010-10-11,0.003745062023878081
2010-10-12,0.0010847515867431082
2010-10-13,0.0016727203470141587
2010-10-14,0.0030867634244149587
2010-10-15,0.0
2010-10-16,0.0
2010-10-17,0.0
2010-10-18,-0.02425631344599854
2010-10-19,-0.003962491415378371
2010-10-20,0.01039850665339755
2010-10-21,0.0011063891132179029
2010-10-22,0.0
2010-10-23,0.0
2010-10-24,0.0
2010-10-25,-0.01779198635367548
2010-10-26,-0.0014084602570681678
2010-10-27,0.0006450943743072602
2010-10-28,-0.001961990230437226
2010-10-29,0.0
2010-10-30,0.0
2010-10-31,0.0
2010-11-01,0.005421871474080229
2010-11-02,0.003707820923571143
2010-11-03,0.000857534326363749
2010-11-04,0.0033976370344923268
2010-11-05,0.0
2010-11-06,0.0
2010-11-07,0.0
2010-11-08,0.0011025004867073554
2010-11-09,0.0007271829466882929
2010-11-10,-0.0033353421529948328
2010-11-11,-0.005867944718232263
2010-11-12,0.0
2010-11-13,0.0
2010-11-14,0.0
2010-11-15,-0.011135679919593439
2010-11-16,0.0020971340846061724
2010-11-17,0.0033069731800336004
2010-11-18,-0.00501083348337519
2010-11-19,0.0
2010-11-20,0.0
2010-11-21,0.0
2010-11-22,-0.00436196465133681
2010-11-23,0.01468770988245267
2010-11-24,0.0
2010-11-25,0.0
2010-11-26,0.0
2010-11-27,0.0
2010-11-28,0.0
2010-11-29,-0.0044771919373803315
2010-11-30,0.010901581902658136
2010-12-01,0.00697038835944761
2010-12-02,-0.00039137305098634046
2010-12-03,0.0
2010-12-04,0.0
2010-12-05,0.0
2010-12-06,-0.0025688816318636455
2010-12-07,-0.0050964195172875934
2010-12-08,0.011681109862394047
2010-12-09,0.011432758982361194
2010-12-10,0.0
2010-12-11,0.0
2010-12-12,0.0
2010-12-13,-0.006055753447324542
2010-12-14,-0.007061976197750249
2010-12-15,0.00948104997866818
2010-12-16,0.005082376095281852
2010-12-17,0.0
2010-12-18,0.0
2010-12-19,0.0
2010-12-20,0.004346108545379769
2010-12-21,-0.0037471247970119366
2010-12-22,-0.0005714339750889902
2010-12-23,0.0
2010-12-24,0.0
2010-12-25,0.0
2010-12-26,0.0
2010-12-27,-0.0032923043667623187
2010-12-28,0.0007466493583469422
2010-12-29,0.00042022070364818487
2010-12-30,0.0006326169408977839
2010-12-31,0.0
2011-01-01,0.0
2011-01-02,0.0
2011-01-03,0.01712564559250753
2011-01-04,0.0007138607186039538
2011-01-05,0.0036311265237649925
2011-01-06,-0.0006943737088500371
2011-01-07,0.0
2011-01-08,0.0
2011-01-09,0.0
2011-01-10,-0.000871352113297163
2011-01-11,0.006045886163646017
2011-01-12,-0.0006736028488563266
2011-01-13,0.0011888649812200436
2011-01-14,0.0
2011-01-15,0.0
2011-01-16,0.0
2011-01-17,0.0
2011-01-18,0.010876888024200511
2011-01-19,0.013030194519191567
2011-01-20,0.006740971805948249
2011-01-21,0.0
2011-01-22,0.0
2011-01-23,0.0
2011-01-24,0.0083542878471029
2011-01-25,-0.0031085017179688593
2011-01-26,0.0027278628704322442
2011-01-27,0.006111679483723833
2011-01-28,0.0
2011-01-29,0.0
2011-01-30,0.0
2011-01-31,0.019086714344218415
2011-02-01,-0.00898561259932801
2011-02-02,0.004039209105839665
2011-02-03,0.0021463864319846756
2011-02-04,0.0
2011-02-05,0.0
2011-02-06,0.0
2011-02-07,0.003661507708249841
2011-02-08,-0.007297336807164828
2011-02-09,0.0037187581515305563
2011-02-10,-0.0005197213557035073
2011-02-11,0.0
2011-02-12,0.0
2011-02-13,0.0
2011-02-14,0.008404883827295408
2011-02-15,-0.004504317107025294
2011-02-16,0.0003309657706569376
2011-02-17,0.003902640359810397
2011-02-18,0.0
2011-02-19,0.0
2011-02-20,0.0
2011-02-21,0.0
2011-02-22,0.02720829148844025
2011-02-23,-0.0035407215224132382
2011-02-24,0.0012623805160164978
2011-02-25,0.0
2011-02-26,0.0
2011-02-27,0.0
2011-02-28,-0.0170904157728925
2011-03-01,0.0007727628483268599
2011-03-02,0.008477601362051933
2011-03-03,-0.0026429534199756766
2011-03-04,0.0
2011-03-05,0.0
2011-03-06,0.0
2011-03-07,0.010850582309373673
2011-03-08,0.0051309612998827305
2011-03-09,-0.0016234773173959159
2011-03-10,0.00158891174554891
2011-03-11,0.0
2011-03-12,0.0
2011-03-13,0.0
2011-03-14,-0.014345494598129966
2011-03-15,-0.006342885443075843
2011-03-16,0.007970333501412253
2011-03-17,-0.0019780516807506032
2011-03-18,0.0
2011-03-19,0.0
2011-03-20,0.0
2011-03-21,0.0040991464392979935
2011-03-22,0.0006835947988566946
2011-03-23,-0.001233426170907517
2011-03-24,0.005708055404362405
2011-03-25,0.0
2011-03-26,0.0
2011-03-27,0.0
2011-03-28,0.010736683175195562
2011-03-29,0.006228713390552644
2011-03-30,-0.0028638364930683546
2011-03-31,-0.0007081094271805354
2011-04-01,0.0
2011-04-02,0.0
2011-04-03,0.0
2011-04-04,-0.012064222643359402
2011-04-05,-0.002843392585765212
2011-04-06,-0.0007489219347797476
2011-04-07,-0.0010255413873873432
2011-04-08,0.0
2011-04-09,0.0
2011-04-10,0.0
2011-04-11,-0.005663235940247945
2011-04-12,0.00039737961983988504
2011-04-13,0.0006605339495607202
2011-04-14,0.004630620450223576
2011-04-15,0.0
2011-04-16,0.0
2011-04-17,0.0
2011-04-18,0.0028628957706407225
2011-04-19,0.012457380429340302
2011-04-20,0.0019352172711486115
2011-04-21,0.0
2011-04-22,0.0
2011-04-23,0.0
2011-04-24,0.0
2011-04-25,0.0022733366526478506
2011-04-26,9.156877355815068e-05
2011-04-27,0.003413619073154557
2011-04-28,0.007418837749506983
2011-04-29,0.0
2011-04-30,0.0
2011-05-01,0.0
2011-05-02,0.0013698124411878182
2011-05-03,0.0025335237030893226
2011-05-04,0.0019053413666377647
2011-05-05,0.001404711834400813
2011-05-06,0.0
2011-05-07,0.0
2011-05-08,0.0
2011-05-09,0.0034364772106136037
2011-05-10,-0.002280664677380358
2011-05-11,0.0046264844113737625
2011-05-12,0.0009457519679758604
2011-05-13,0.0
2011-05-14,0.0
2011-05-15,0.0
2011-05-16,-0.001633239575908988
2011-05-17,0.003568388459385264
2011-05-18,0.0038465104995949735
2011-05-19,0.0018547661131554333
2011-05-20,0.0
2011-05-21,0.0
2011-05-22,0.0
2011-05-23,0.00575851362407038
2011-05-24,0.00889214509881047
2011-05-25,0.0029144044731785786
2011-05-26,0.005243286971274977
2011-05-27,0.0
2011-05-28,0.0
2011-05-29,0.0
2011-05-30,0.0
2011-05-31,-0.0008033190299974206
2011-06-01,0.0037207317604019017
2011-06-02,-0.004517223821279505
2011-06-03,0.0
2011-06-04,0.0
2011-06-05,0.0
2011-06-06,0.00129487218251229
2011-06-07,-0.003092515004094983
2011-06-08,0.003190131681162948
2011-06-09,0.005750391272257824
2011-06-10,0.0
2011-06-11,0.0
2011-06-12,0.0
2011-06-13,-0.010974128048396046
2011-06-14,0.00022452111585581183
2011-06-15,-0.0022844554866797697
2011-06-16,0.006733615814185566
2011-06-17,0.0
2011-06-18,0.0
2011-06-19,0.0
2011-06-20,0.008616959983926937
2011-06-21,-0.008698313264607982
2011-06-22,-0.00725388079357375
2011-06-23,-0.007916966680454038
2011-06-24,0.0
2011-06-25,0.0
2011-06-26,0.0
2011-06-27,0.01651464477462958
2011-06-28,0.002903825501186259
2011-06-29,0.004595057144783398
2011-06-30,-0.0025785751087234335
2011-07-01,0.0
2011-07-02,0.0
2011-07-03,0.0
2011-07-04,0.0
2011-07-05,0.005957623588868227
2011-07-06,-0.005012670413805896
2011-07-07,0.0009597289580031206
2011-07-08,0.0
2011-07-09,0.0
2011-07-10,0.0
2011-07-11,-0.007537029522321159
2011-07-12,0.004904950983411329
2011-07-13,0.004599181619469955
2011-07-14,0.004587688588712536
2011-07-15,0.0
2011-07-16,0.0
2011-07-17,0.0
2011-07-18,0.0072845676699310295
2011-07-19,0.0008151315954356229
2011-07-20,0.0023759487492951816
2011-07-21,-0.004045402372307934
2011-07-22,0.0
2011-07-23,0.0
2011-07-24,0.0
2011-07-25,-0.012679129276943047
2011-07-26,-0.003092856206173882
2011-07-27,-0.003798070110984033
2011-07-28,-0.004460250394552222
2011-07-29,0.0
2011-07-30,0.0
2011-07-31,0.0
2011-08-01,0.004323537260397173
2011-08-02,-0.007934227581157903
2011-08-03,0.0027502246962729047
2011-08-04,0.009963517304051327
2011-08-05,0.0
2011-08-06,0.0
2011-08-07,0.0
2011-08-08,0.10138701675452078
2011-08-09,0.0433162999085016
2011-08-10,0.022976323052489343
2011-08-11,0.00020202455104498815
2011-08-12,0.0
2011-08-13,0.0
2011-08-14,0.0
2011-08-15,0.011387669738233172
2011-08-16,0.008145571062542665
2011-08-17,0.014231567731355765
2011-08-18,-0.005369356540239777
2011-08-19,0.0
2011-08-20,0.0
2011-08-21,0.0
2011-08-22,0.011544844858018207
2011-08-23,-0.012501763673739884
2011-08-24,0.007042323775177856
2011-08-25,-0.008943865169010192
2011-08-26,0.0
2011-08-27,0.0
2011-08-28,0.0
2011-08-29,0.014261810332009699
2011-08-30,-0.002246474643672663
2011-08-31,0.014795237366044786
2011-09-01,0.0074496761584530785
2011-09-02,0.0
2011-09-03,0.0
2011-09-04,0.0
2011-09-05,0.0
2011-09-06,-0.020478078452487728
2011-09-07,0.009524645105334307
2011-09-08,0.04237756396426776
2011-09-09,0.0
2011-09-10,0.0
2011-09-11,0.0
2011-09-12,0.0
2011-09-13,0.006331419930314038
2011-09-14,-0.024281474188643973
2011-09-15,-0.0012667365465280761
2011-09-16,0.0
2011-09-17,0.0
2011-09-18,0.0
2011-09-19,0.0
2011-09-20,0.02065192804387752
2011-09-21,0.014724194811441434
2011-09-22,-0.006430676435600548
2011-09-23,0.0
2011-09-24,0.0
2011-09-25,0.0
2011-09-26,-0.02574440563942822
2011-09-27,0.0010114188084334673
2011-09-28,-0.012656497398965955
2011-09-29,0.0031817116353333812
2011-09-30,0.0
2011-10-01,0.0
2011-10-02,0.0
2011-10-03,-0.00028910762580422727
2011-10-04,0.004295201397636967
2011-10-05,-0.003254867773141463
2011-10-06,-0.005465042890737835
2011-10-07,0.0
2011-10-08,0.0
2011-10-09,0.0
2011-10-10,0.02391575640828081
2011-10-11,0.031579673095659636
2011-10-12,-0.001104417715681714
2011-10-13,-0.0010394246276292565
2011-10-14,0.0
2011-10-15,0.0
2011-10-16,0.0
2011-10-17,0.011490820270794313
2011-10-18,0.0015891252146043933
2011-10-19,0.002441541669693202
2011-10-20,0.007257159642405834
2011-10-21,0.0
2011-10-22,0.0
2011-10-23,0.0
2011-10-24,-0.019915346494440163
2011-10-25,0.012781496511313746
2011-10-26,0.005948372264307556
2011-10-27,-0.006369650090989784
2011-10-28,0.0
2011-10-29,0.0
2011-10-30,0.0
2011-10-31,1.2079656920309725e-05
2011-11-01,0.008536015375378573
2011-11-02,0.003175881781489257
2011-11-03,0.004164154758990926
2011-11-04,0.0
2011-11-05,0.0
2011-11-06,0.0
2011-11-07,-0.00022313491818093693
2011-11-08,-0.005859713291438207
2011-11-09,0.006136122171939436
2011-11-10,0.0173956992100659
2011-11-11,0.0
2011-11-12,0.0
2011-11-13,0.0
2011-11-14,0.010557449685266432
2011-11-15,-0.01118369936551879
2011-11-16,0.005767913474173238
2011-11-17,-0.0007110846334614784
2011-11-18,0.0
2011-11-19,0.0
2011-11-20,0.0
2011-11-21,-0.0023010006003558285
2011-11-22,0.013750172339403555
2011-11-23,0.0
2011-11-24,0.0
2011-11-25,0.0
2011-11-26,0.0
2011-11-27,0.0
2011-11-28,0.004585241104730322
2011-11-29,-0.005605345563120106
2011-11-30,-0.0009715581003339898
2011-12-01,0.0017780328901636107
2011-12-02,0.0
2011-12-03,0.0
2011-12-04,0.0
2011-12-05,0.01112748942392586
2011-12-06,-0.0008216299365979758
2011-12-07,-0.011731280090416622
2011-12-08,0.008548340639558609
2011-12-09,0.0
2011-12-10,0.0
2011-12-11,0.0
2011-12-12,-0.0019725245221420273
2011-12-13,-0.0002799482651498432
2011-12-14,-0.001781549790788481
2011-12-15,0.0018465933340656025
2011-12-16,0.0
2011-12-17,0.0
2011-12-18,0.0
2011-12-19,-0.021779354550511134
2011-12-20,0.008724212225245099
2011-12-21,-0.0010626659764840693
2011-12-22,0.006860326006326769
2011-12-23,0.0
2011-12-24,0.0
2011-12-25,0.0
2011-12-26,0.0
2011-12-27,0.01552309260655949
2011-12-28,-0.013837842377095667
2011-12-29,0.0028992626011233335
2011-12-30,0.0
2011-12-31,0.0
2012-01-01,0.0
2012-01-02,0.0
2012-01-03,0.0013956292307061664
2012-01-04,0.0015061270880654663
2012-01-05,0.004395321697996155
2012-01-06,0.0
2012-01-07,0.0
2012-01-08,0.0
2012-01-09,0.0
2012-01-10,0.000497311683990696
2012-01-11,0.00994139200362816
2012-01-12,-0.006288374212715323
2012-01-13,0.0
2012-01-14,0.0
2012-01-15,0.0
2012-01-16,0.0
2012-01-17,0.0
2012-01-18,-0.004431263111837903
2012-01-19,-0.0024503243464915076
2012-01-20,0.0
2012-01-21,0.0
2012-01-22,0.0
2012-01-23,-0.018474324873957393
2012-01-24,-0.008214162102250485
2012-01-25,0.00031539677600411775
2012-01-26,-0.00028535675168665526
2012-01-27,0.0
2012-01-28,0.0
2012-01-29,0.0
2012-01-30,-0.006645601167766155
2012-01-31,-0.009139666005816106
2012-02-01,0.0015394543776645348
2012-02-02,-0.00289414140803686
2012-02-03,0.0
2012-02-04,0.0
2012-02-05,0.0
2012-02-06,-0.00034051919276500736
2012-02-07,0.009821003924749147
2012-02-08,-0.005150471712681406
2012-02-09,-0.0013502000415161488
2012-02-10,0.0
2012-02-11,0.0
2012-02-12,0.0
2012-02-13,0.01526652026326354
2012-02-14,0.006378470847919678
2012-02-15,0.00294617462221115
2012-02-16,-0.0009476912469569572
2012-02-17,0.0
2012-02-18,0.0
2012-02-19,0.0
2012-02-20,0.0
2012-02-21,0.007344744239959269
2012-02-22,-0.004561113008356093
2012-02-23,0.003966808146819296
2012-02-24,0.0
2012-02-25,0.0
2012-02-26,0.0
2012-02-27,0.008043069278307358
2012-02-28,-0.004552709073896821
2012-02-29,0.001252956673195436
2012-03-01,0.0017553941306259055
2012-03-02,0.0
2012-03-03,0.0
2012-03-04,0.0
2012-03-05,-0.01130014454721669
2012-03-06,0.0033902306769328567
2012-03-07,0.0036652708805498214
2012-03-08,0.007814122393696027
2012-03-09,0.0
2012-03-10,0.0
2012-03-11,0.0
2012-03-12,0.0046378702058088705
2012-03-13,0.004169637731487615
2012-03-14,0.0016701761619923729
2012-03-15,0.0038580983981560176
2012-03-16,0.0
2012-03-17,0.0
2012-03-18,0.0
2012-03-19,0.00202869996436404
2012-03-20,0.00031776319619753623
2012-03-21,-0.0014100348767687031
2012-03-22,-0.00281038540734149
2012-03-23,0.0
2012-03-24,0.0
2012-03-25,0.0
2012-03-26,0.0018698005326213823
